anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
57.0,63.0,54.0,63.0,84.0,194.0,222.0,91.0,32.0,80.0
40.0,42.0,41.0,48.0,50.0,132.0,200.0,59.0,21.0,76.0
34.0,56.0,42.0,44.0,75.0,166.0,243.0,74.0,33.0,98.0
42.0,32.0,48.0,40.0,39.0,136.0,182.0,51.0,23.0,73.0
57.0,31.0,54.0,52.0,39.0,154.0,185.0,63.0,20.0,71.0
36.0,28.0,49.0,37.0,42.0,134.0,193.0,55.0,23.0,67.0
36.0,42.0,47.0,52.0,46.0,152.0,224.0,59.0,29.0,76.0
24.0,54.0,37.0,38.0,54.0,129.0,211.0,54.0,28.0,80.0
35.0,29.0,44.0,35.0,44.0,128.0,202.0,54.0,23.0,69.0
41.0,31.0,50.0,39.0,48.0,141.0,203.0,61.0,25.0,66.0
45.0,49.0,52.0,42.0,60.0,144.0,214.0,55.0,24.0,76.0
33.0,58.0,39.0,46.0,52.0,143.0,221.0,60.0,32.0,82.0
